id;kanji;jlpt;joyo_reading;reading;on;kun;on_trans;kun_trans
1176;染;1;セン、そ-める、そ-まる、し-みる、し-み;;sen;"be dyed, be imbued with, be tainted with";"so(meru), so(maru), shi(miru), shi(mi)";"be dyed, be imbued with, be tainted with. dye, color, paint. soak in, permeate, infiltrate; pierce (as a wind); be imbued with, be influenced by; smart; be sensitive to pain. stain, blot, spot, smudge"
1177;扇;1;セン、おうぎ;;sen;fan;oogi;"folding fan"
1178;栓;1;セン;;sen;"bolt, stopper, cork, plug, ear plug, bung, faucet, peg ";-;-
1179;旋;1;セン;つ;sen;"go around";-;-
1180;船;3;セン、ふね、[ふな];;sen;ship;"fune, [funa]";"boat, ship, vessel, steamer, liner, barge; shipping; tank, trough, cistern, vat "
1181;戦;3;セン、いくさ、たたか-う;おのの;sen;"war; battle; game, match";"ikusa, tataka(u)";"wage war; fight; engage in a contest; struggle against. war, fight, battle, encounter "
1182;煎;0;セン、い-る;;sen;"broil, parch, roast, fire (tea), boil down (in oil)";i(ru);"broil, parch, roast, fire (tea), boil down (in oil)"
1183;羨;0;セン、うらや-む、うらや-ましい;;sen;"be envious, be jealous, covet";"uraya(mu), uraya(mashii)";"be envious, be jealous, covet; enviable"
1184;腺;0;セン;;sen;gland;-;-
1185;詮;0;セン;;sen;"discussion; selection; methods called for; result, effect";-;-
1186;践;1;セン;ふ;sen;"step on, trample on, stamp on; carry through, practice; appraise; set foot on; evade payment";-;-
1187;箋;0;セン;;sen;"paper; label; letter; composition";-;-
1188;銭;1;セン、ぜに;;sen;"one-hundredth of a yen; coin";zeni;money
1189;潜;1;セン、ひそ-む、もぐ-る;くぐ;sen;"conceal, hide; lower (the voice)";"hiso(mu), mogu(ru)";"lurk, lie dormant, be hidden. dive; get into, crawl into "
1190;線;2;セン;;sen;"line; track, route, wire";-;-
1191;遷;1;セン;うつ;sen;"move, change, shift; pass into, drift; soak in; be infected, catch (a cold); catch fire, spread ";-;-
1192;選;3;セン、えら-ぶ;;sen;"selection, choice";era(bu);"select, choose; cull out; elect; prefer; decide on "
1193;薦;1;セン、すす-める;;sen;"recommendation, advice, encouragement ";susu(meru);"recommend, advise, encourage; offer (wine)"
1194;繊;1;セン;;sen;"fine, slender; thin kimono";-;-
1195;鮮;1;セン、あざ-やか;;sen;Korea;aza(yaka);"vivid, clear, brilliant, fresh, graceful, splendid, beautiful"
1196;全;3;ゼン、まった-く、すべ-て;まっと;zen;all;"matta(ku), sube(te)";"entirely, completely, wholly, perfectly; truly, indeed. "
1197;前;5;ゼン、まえ;セン、さき、ざき;zen;before;mae;"front, fore part; head (of a line); presence; ago, before; previously; (five minutes) to "
1198;善;2;ゼン、よ-い;;zen;"good, goodness, right, virtue";yo(i);"good, good-natured; pleasing; precious; noble; lovely, beautiful, fine; lucky; efficacious; right; suitable; justifiable; appropriate, satisfactory; better; all right; unnecessary; no objection; intimate, friendly; easy; well; desirous "
1199;然;3;ゼン、ネン;しか;"zen, 	nen";"to decree";-;-
1200;禅;1;ゼン;;zen;"silent meditation; Buddhist sect originating in the twelfth century";-;-
1201;漸;1;ゼン;ようや;zen;"gradually advancing";-;-
1202;膳;0;ゼン;;zen;"small low table; tray";-;-
1203;繕;1;ゼン、つくろ-う;;zen;"repair, mend, darn; trim, tidy up, adjust";tsukuro(u);"repair, mend, darn; trim, tidy up, adjust"
1204;狙;1;ソ、ねら-う;;so;"aim at, sight; watch for, shadow, stalk";nera(u);"aim at, sight; watch for, shadow, stalk"
1205;阻;1;ソ、はば-む;;so;"separate from; prevent, stop";haba(mu);"obstruct, prevent, impede, deter, hinder, thwart, resist, frustrate"
1206;祖;3;ソ;;so;"ancestor, founder, originator, pioneer";-;-
1207;租;1;ソ;;so;"crop tax, borrowing";-;-
1208;素;1;ソ、ス;もと、しろ;"so, 	su";"principle; element. naked, uncovered, simple";-;-
1209;措;1;ソ;お;so;"give up, suspend, discontinue, lay aside, set apart; except";-;-
1210;粗;1;ソ、あら-い;ほぼ;so;"roughness, coarseness, not fine; neglect; careless";ara(i);"rough, coarse, rugged; loose (fabric); large (meshes)"
1211;組;3;ソ、く-む、くみ;;so;"take part in; be implicated in; side with; support";"ku(mu), kumi";"braid, plait; construct; assemble; cross (legs); fold (arms); unite with, cooperate with; grapple with. class, party, group; set; pack (of cards); suit; assortment; typesetting "
1212;疎;1;ソ、うと-い、うと-む;まば;so;"rough, sparseness, estrangement";"uto(i), uto(mu)";"neglect, shun, alienate. distant, estranged; disinterested, ignorant of "
1213;訴;1;ソ、うった-える;;so;"sue; complain of (pain); appeal to; have recourse to";utta(eru);"sue; complain of (pain); appeal to; have recourse to"
1214;塑;1;ソ;;so;"modeling, molding";-;-
1215;遡;0;ソ、さかのぼ-る;;so;"go upstream; retrace the past";sakanobo(ru);"go upstream; retrace the past"
1216;礎;1;ソ、いしずえ;;so;"foundation stone, cornerstone";ishizue;"foundation stone, cornerstone"
1217;双;2;ソウ、ふた;;soo;"a pair; a set; comparison; counter for pairs";futa;
1218;壮;1;ソウ;;soo;"manhood; prosperity";-;-
1219;早;4;ソウ、[サッ]、はや-い、はや-まる、はや-める;さ;"soo, [saQ]";"quick, fast, speedy; brisk, prompt; early; premature";"haya(i), haya(maru), haya(meru)";"quick, fast, speedy; brisk, prompt; early; premature. hasten, precipitate, accelerate, expedite; advance (the date). be hasty, be rash"
1220;争;3;ソウ、あらそ-う;;soo;"dispute, argue; be at variance; compete";araso(u);"dispute, argue, be at variance, compete"
1221;走;4;ソウ、はし-る;;soo;"run, rush, flee; turn to, become; go to excess";hashi(ru);"run, rush, flee; turn to, become; go to excess"
1222;奏;1;ソウ、かな-でる;;soo;"play (an instrument)";kana(deru);"play (an instrument)"
1223;相;3;ソウ、ショウ、あい;;"soo, 	shoo";"aspect, phase, physiognomy. minister of state, councilor";ai;"together, each other; mutually, reciprocally; fellow-; emphatic vebal prefix"
1224;荘;1;ソウ;ショウ、ジョウ;soo;"villa, inn";-;-
1225;草;3;ソウ、くさ;;soo;"grass; grass hand (writing); weeds; herbs, plants, pasture";kusa;"grass; grass hand (writing); weeds; herbs, plants, pasture"
1226;送;4;ソウ、おく-る;;soo;sending;oku(ru);"send, ship; transmit; remit; see off; see home, escort; spend (one's) time, live (a life); add"
1227;倉;1;ソウ、くら;;soo;storehouse;kura;"warehouse, godown; cellar; depository, treasury; granary, elevator"
1228;捜;2;ソウ、さが-す;;soo;"search, look for, locate; glean";saga(su);"search, look for, locate; glean"
1229;挿;1;ソウ、さ-す;;soo;"insert, put in; graft (a branch); wear (a sword); carry (in the belt)";sa(su);"insert, put in; graft (a branch); wear (a sword); carry (in the belt)"
1230;桑;1;ソウ、くわ;;soo;mulberry;kuwa;mulberry
1231;巣;1;ソウ、す;;soo;"nest, rookery, breeding place, beehive, cobweb; den, haunt";su;"nest, rookery, breeding place, beehive, cobweb; den, haunt"
1232;掃;2;ソウ、は-く;;soo;"sweep; brush; gather up";ha(ku);"sweep; brush; gather up"
1233;曹;1;ソウ;;soo;friend;-;-
1234;曽;0;ソウ、[ゾ];ソ;"soo, [zo]";"once, before, formerly; ever, never(neg.); former, ex-";-;-
1235;爽;1;ソウ、さわ-やか;;soo;"refreshing, bracing; clear, resonant, sweet(voice); fluent";sawa(yaka);"refreshing, bracing; clear, resonant, sweet(voice); fluent"
1236;窓;3;ソウ、まど;;soo;window;mado;window
1237;創;1;ソウ、つく-る;はじ;soo;"wound, injury, hurt; cut, gash, bruise, scratch; scar; weak point";tsuku(ru);-
1238;喪;1;ソウ、も;うしな;soo;mourning;mo;mourning
1239;痩;0;ソウ、や-せる;;soo;"get thin";ya(seru);"get thin"
1240;葬;1;ソウ、ほうむ-る;;soo;"bury, shelve";hoomu(ru);"bury, shelve"
1241;装;2;ソウ、ショウ、よそお-う;;"soo, 	shoo";"dress; spruce up; pretend, disguise; profess";yosoo(u);"dress; spruce up; pretend, disguise; profess"
1242;僧;1;ソウ;;soo;"monk, priest";-;-
1243;想;3;ソウ、[ソ];おも;"soo, [so]";"idea, conception, thought";-;-
1244;層;2;ソウ;;soo;"(social) class; stratum, layer, seam, bed, formation; story, floor; course (of stones)";-;-
1245;総;2;ソウ;ス、ふさ、すべ;soo;"whole, all, general, gross, total, full";-;-
1246;遭;1;ソウ、あ-う;;soo;"meet, interview";a(u);"meet, interview"
1247;槽;1;ソウ;;soo;"tub, tank, vat";-;-
1248;踪;0;ソウ;;soo;"remains (of something); clue, footprint";-;-
1249;操;2;ソウ、みさお、あやつ-る;;soo;"manipulate, operate, steer; pull strings";"misao, ayatsu(ru)";"manipulate, operate, steer; pull strings. chastity, virginity, constancy, fidelity, honor"
1250;燥;2;ソウ;;soo;"dry up";-;-
1251;霜;1;ソウ、しも;;soo;frost;shimo;frost
1252;騒;1;ソウ、さわ-ぐ;;soo;"make a noise, be boisterous, shout, clamor; raise an uproar; be excited, be agitated; bustle around; make a fuss about; make merry, go on a spree";sawa(gu);"make a noise, be boisterous, shout, clamor; raise an uproar; be excited, be agitated; bustle around; make a fuss about; make merry, go on a spree"
1253;藻;1;ソウ、も;;soo;"duckweed, seaweed";mo;"duckweed, seaweed"
1254;造;2;ゾウ、つく-る;な;zoo;"make, create, manufacture, prepare, draw up, write, compose; build; coin; cultivate; organize, establish; make up (a face), trim (a tree); fabricate; prepare food; commit (sin) ";tsuku(ru);"make, create, manufacture, prepare, draw up, write, compose; build; coin; cultivate; organize, establish; make up (a face), trim (a tree); fabricate; prepare food; commit (sin) "
1255;像;2;ゾウ;かた;zoo;"image, statue, figure, picture, portrait";-;-
1256;増;3;ゾウ、ま-す、ふ-える、ふ-やす;;zoo;increase;"ma(su), fu(eru), fu(yasu)";"increase, add to, augment, gain; promote (health); enlarge, extend "
1257;憎;2;ゾウ、にく-む、にく-い、にく-らしい、にく-しみ;;zoo;"hate, detest";"niku(mu), niku(i), niku(rashii), niku(shimi)";"hate, detest. hateful, abominable; poor-looking. horrible, provoking. hatred, enmity "
1258;蔵;2;ゾウ、くら;;zoo;"storehoure, warehouse, godown; cellar; depository, treasury; granary, elevator";kura;"storehoure, warehouse, godown; cellar; depository, treasury; granary, elevator"
1259;贈;2;ゾウ、[ソウ]、おく-る;;"zoo, [soo]";"present (something)";oku(ru);"send, give to, award to, confer on"
1260;臓;2;ゾウ;;zoo;"viscera, bowels";-;-
1261;即;1;ソク;すなわ、つ;soku;"namely, as is";-;-
1262;束;3;ソク、たば;つか、づか;soku;"bundle, sheaf, ream (of paper)";taba;"bundle, bunch, sheaf, coil"
1263;足;4;ソク、あし、た-りる、た-る、た-す;ス;soku;"foot; leg; counter for pairs of footwear";"ashi, ta(riru), ta(ru), ta(su)";"foot; leg; paw; flipper, tentacles, arms; walk, step, pace, speed; footing; draft (of a ship); foot (of a mountain); trace; deficit, shortage. money. be sufficient, suffice; serve, answer, will do (for something); be worth, deserve; be satisfied; qualify. add to, add up; make up for; make good; supply, supplement"
1264;促;1;ソク、うなが-す;;soku;"urge, press, demand; stimulate; incite; quicken; invite (attention to)";unaga(su);"urge, press, demand; stimulate; incite; quicken; invite (attention to)"
1265;則;2;ソク;のっと、すなわ、のり;soku;"follow (precedent), be based on, go by; live up to; model after; be in accordance with";-;-
1266;息;3;ソク、いき;むすこ、やす;soku;"son; interest (on money)";iki;"breath, respiration"
1267;捉;0;ソク、とら-える;;soku;"catch, arrest, capture";tora(eru);"catch, arrest, capture"
1268;速;3;ソク、はや-い、はや-める、はや-まる、すみ-やか;;soku;"speedy, prompt, swift";"haya(i), haya(meru), haya(maru), sumi(yaka)";"speedy, prompt, swift. hasten, precipitate, accelerate, expedite; advance (the date)"
1269;側;3;ソク、がわ;そば;soku;"lean to one side, oppose, look aside, regret";gawa;"a side; surroundings; (watch) case"
1270;測;2;ソク、はか-る;;soku;"measure, gauge, weigh; fathom, sound; compute, estimate";haka(ru);"measure, gauge, weigh; fathom, sound; compute, estimate"
1271;俗;1;ゾク;;zoku;"customs, manners; the world; worldliness; vulgarity; mundane things; the laity";-;-
1272;族;4;ゾク;;zoku;"family, relatives, clan, tribe, race";-;-
1273;属;1;ゾク;ショク、つ;zoku;"genus; subordinate official";-;-
1274;賊;1;ゾク;;zoku;"robber; rebel; traitor";-;-
1275;続;3;ゾク、つづ-く、つづ-ける;;zoku;"continuation, second series";"tsuzu(ku), tsuzu(keru)";"continue; be contiguous"
1276;卒;2;ソツ;;sotsu;"graduate, soldier, private";-;-
1277;率;1;ソツ、リツ、ひき-いる;;"sotsu, 	ritsu";"rate, percentage; proportion; coefficient, factor; constant; index";hiki(iru);"lead, spearhead (a group), command (troops)"
1278;存;3;ソン、ゾン;;"son, 	zon";"know, be aware of, be acquainted with; think, believe, feel";-;-
1279;村;3;ソン、むら;;son;"village, hamlet";mura;"village, hamlet"
1280;孫;2;ソン、まご;;son;descendants;mago;grandchild
1281;尊;2;ソン、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ;みこと;son;"value, prize, esteem; respect, honor, revere";"tatto(i), tooto(i), tatto(bu), tooto(bu)";"value, prize, esteem; respect, honor, revere; valuable, precious; noble, exalted, priceless, sacred"
1282;損;2;ソン、そこ-なう、そこ-ねる;;son;"loss; disadvantage, handicap";"soko(nau), soko(neru)";"harm, hurt, injure, damage, mar; lose, oppress"
1283;遜;0;ソン;へりくだ;son;"humble oneself, condescend, be modest";-;-
1284;他;3;タ、ほか;;ta;"another, the other, others, another thing; the rest; another place";hoka;"some other place; outside; the rest"
1285;多;4;タ、おお-い;;ta;much;oo(i);"many; copious, abundant; much; frequent"
1286;汰;1;タ;;ta;"luxury; select";-;-
1287;打;3;ダ、う-つ;チョウ;da;striking;u(tsu);"strike, hit, beat, knock, slap, punch, thrash, smite; clap (one's hands); beat (a drum); ring (a bell); (clocks) strike; impress, touch; shoot; pound in (a nail); water, sprinkle; braid; play (checkers); till (the soil); temper (a sword); prepare (buckwheat noodles); present (a play); cast (a net); pay (earnest money) "
1288;妥;1;ダ;;da;"peace; depravity";-;-
1289;唾;0;ダ、つば;;da;"sputum; saliva";tsuba;"sputum; saliva"
1290;堕;1;ダ;お;da;"descend to, lapse into, degenerate";-;-
1291;惰;1;ダ;;da;laziness;-;-
1292;駄;1;ダ;タ;da;"horse load; pack horse; sending by horses";-;-
1293;太;3;タイ、タ、ふと-い、ふと-る;;"tai, 	ta";"get fat, gain, fill out";"futo(i), futo(ru)";"get fat, gain, fill out. big, thick, burly, fat; deep, sonorous (voice); shameless, audacious, insolent"
1294;対;3;タイ、ツイ;;"tai, 	tsui";"the opposite; antonym; even, equal; versus; (score of three) to (one); counter-, anti-, versus. pair, couple, set ";-;-
1295;体;4;タイ、テイ、からだ;;"tai, 	tei";"the body; substance, object; reality; style, form; image counter. appearance, air; condition, state";karada;"body, health"
1296;耐;1;タイ、た-える;;tai;enduring;ta(eru);"endure; support; withstand, resist, brave, weather; be fit for, be equal to"
1297;待;4;タイ、ま-つ;;tai;waiting;ma(tsu);"wait, wait for; expect, watch for; depend on; treat, deal with"
1298;怠;1;タイ、おこた-る、なま-ける;;tai;"laziness, neglect";"okota(ru), nama(keru)";"neglect; be off guard; be feeling better. be lazy, be idle"
1299;胎;1;タイ;;tai;"womb, uterus";-;-
1300;退;3;タイ、しりぞ-く、しりぞ-ける;び;tai;"retreat, withdraw; retire, resign";"shirizo(ku), shirizo(keru)";"retreat, withdraw; retire, resign. repel, drive away, expel; depose; keep away; reject, turn down"
1301;帯;2;タイ、お-びる、おび;;tai;"belt; zone";"o(biru), obi";"belt, sash, girdle, band; belting. wear (at the belt), carry, be armed with; be entrusted with; assume, take on (the character of), be tinged with; gird up (one’s loins)"
